Customer ID,Full Name,Country,Country Code,City,Gender,Ethnicity,Business Unit,Product Category,Product,Purchage Amount,Price,Qty,Discount,Total Price,GST Rate,Shipment mode
US131,Levi Brown,United States,US,Chicago,Male,Black,B2C,Home Appliance,Dishwasher,14340,47800,3,15%,121890,18%,Air
US132,Mason Cho,United States,US,Chicago,Male,Asian,B2C,Office Equipment,Oven,1425,5700,1,13%,4959,18%,Air
BR28,Nova Herrera,Brazil,BR,Sao Paulo,Female,Latino,B2C,Office Equipment,Desktop,3288,13700,2,2%,26852,18%,Air
US133,Elijah Watson,United States,US,Seattle,Male,Caucasian,B2C,Office Equipment,Printer,10038,47800,2,0%,95600,18%,Air
US134,Wesley Gray,United States,US,Seattle,Male,Caucasian,B2C,Office Equipment,Desktop,16058,43400,1,7%,40362,18%,Air
CH52,Wesley Sharma,China,CH,Shanghai,Male,Asian,B2C,Home Appliance,Oven,2240,7000,3,7%,19530,18%,Air
US135,Mateo Mendez,United States,US,Austin,Male,Latino,B2C,Office Equipment,Oven,2247,10700,1,1%,10593,18%,Air
BR29,Jose Molina,Brazil,BR,Manaus,Male,Latino,B2C,Home Appliance,TV,6025,24100,2,10%,43380,18%,Air
US136,Luna Simmons,United States,US,Chicago,Female,Caucasian,B2C,Office Equipment,Desktop,9342,34600,2,4%,66432,18%,Air
US137,Samantha Barnes,United States,US,Columbus,Female,Caucasian,B2C,Office Equipment,Telephone,522,1800,3,11%,4806,18%,Air
BR30,Hunter Ortiz,Brazil,BR,Rio de Janerio,Male,Latino,B2C,Office Equipment,Laptop,15250,61000,1,7%,56730,18%,Air
US138,Thomas Aguilar,United States,US,Phoenix,Male,Latino,B2B,Home Appliance,waching machine,7751,33700,26,45%,481910,28%,Air
US139,Skylar Bell,United States,US,Columbus,Female,Caucasian,B2C,Home Appliance,Fridge,17094,51800,1,10%,46620,18%,Air
CH53,Anna Zhu,China,CH,Beijing,Female,Asian,B2C,Office Equipment,Telephone,700,2800,2,7%,5208,18%,Air
US140,Ella Hunter,United States,US,Columbus,Female,Caucasian,B2C,Home Appliance,AC,22473,68100,1,5%,64695,28%,Air
US141,Emery Hunter,United States,US,Phoenix,Female,Caucasian,B2C,Home Appliance,waching machine,9680,24200,2,5%,45980,28%,Air
US142,Sofia Parker,United States,US,Chicago,Female,Caucasian,B2C,Home Appliance,AC,20996,72400,2,4%,139008,28%,Air
CH54,Lucy Fong,China,CH,Chengdu,Female,Asian,B2C,Home Appliance,Vacuum Cleaner,1274,4900,2,11%,8722,18%,Air
US143,Vivian Barnes,United States,US,Phoenix,Female,Caucasian,B2C,Home Appliance,waching machine,7320,24400,2,14%,41968,28%,Air
US144,Kai Chow,United States,US,Austin,Male,Asian,B2B,Home Appliance,Fridge,4636,12200,28,32%,232288,18%,Air
US145,Melody Cooper,United States,US,Austin,Female,Caucasian,B2C,Office Equipment,Oven,6732,20400,2,1%,40392,18%,Air
CH55,James Bui,China,CH,Chongqing,Male,Asian,B2C,Office Equipment,Printer,13300,53200,1,1%,52668,18%,Air
US146,Liam Grant,United States,US,Phoenix,Male,Caucasian,B2C,Office Equipment,Telephone,319,1100,3,6%,3102,18%,Air
CH56,Owen Han,China,CH,Chongqing,Male,Asian,B2C,Home Appliance,waching machine,18204,49200,3,7%,137268,28%,Air
BR31,Kinsley Vega,Brazil,BR,Rio de Janerio,Female,Latino,B2B,Home Appliance,Mircowave,2596,11800,18,40%,127440,18%,Air
US147,Leonardo Martin,United States,US,Chicago,Male,Black,B2B,Office Equipment,Laptop,29844,82900,14,46%,626724,18%,Air
US148,Greyson Lam,United States,US,Miami,Male,Asian,B2C,Home Appliance,Dishwasher,18993,48700,2,1%,96426,18%,Air
US149,Emilia Rivera,United States,US,Miami,Female,Latino,B2C,Home Appliance,Dishwasher,12990,43300,1,5%,41135,18%,Air
US150,Penelope Johnson,United States,US,Chicago,Female,Caucasian,B2C,Home Appliance,AC,27852,126600,1,13%,110142,28%,Air
US151,Eva Figueroa,United States,US,Seattle,Female,Latino,B2C,Office Equipment,Telephone,1386,4200,2,11%,7476,18%,Air
US152,Ezekiel Jordan,United States,US,Columbus,Male,Caucasian,B2C,Home Appliance,Mircowave,2356,7600,1,11%,6764,18%,Air
CH57,Luke Mai,China,CH,Beijing,Male,Asian,B2B,Home Appliance,Oven,2184,9100,12,42%,63336,18%,Raod
BR32,Charles Diaz,Brazil,BR,Sao Paulo,Male,Latino,B2B,Office Equipment,Laptop,14760,36900,10,32%,250920,18%,Air
US153,Adam Espinoza,United States,US,Seattle,Male,Latino,B2C,Home Appliance,waching machine,5184,21600,2,3%,41904,28%,Air
BR33,Jack Maldonado,Brazil,BR,Sao Paulo,Male,Latino,B2C,Office Equipment,Telephone,1080,4500,3,11%,12015,18%,Air
US154,Cora Jiang,United States,US,Austin,Female,Asian,B2C,Office Equipment,Laptop,9792,27200,3,12%,71808,18%,Air
US155,Cooper Mitchell,United States,US,Seattle,Male,Caucasian,B2C,Home Appliance,Dishwasher,8690,39500,3,13%,103095,18%,Air
BR34,Layla Torres,Brazil,BR,Rio de Janerio,Female,Latino,B2C,Office Equipment,Oven,1830,6100,2,14%,10492,18%,Air
US156,Jack Edwards,United States,US,Columbus,Male,Caucasian,B2C,Office Equipment,Laptop,20725,82900,3,5%,236265,18%,Air
CH58,Eleanor Chan,China,CH,Shanghai,Female,Asian,B2C,Office Equipment,Oven,2560,6400,3,14%,16512,18%,Air
US157,Aria Xi,United States,US,Seattle,Female,Asian,B2B,Office Equipment,Mircowave,2480,12400,42,43%,296856,18%,Air
BR35,John Vega,Brazil,BR,Rio de Janerio,Male,Latino,B2C,Office Equipment,Oven,6076,19600,1,4%,18816,18%,Air
BR36,Luke Munoz,Brazil,BR,Manaus,Male,Latino,B2C,Office Equipment,Desktop,4875,19500,3,14%,50310,18%,Air
US158,Sarah Daniels,United States,US,Miami,Female,Caucasian,B2B,Office Equipment,Laptop,16859,73300,15,44%,615720,18%,Air
BR37,Aria Castro,Brazil,BR,Rio de Janerio,Female,Latino,B2C,Home Appliance,TV,32178,103800,1,8%,95496,18%,Air
US159,Autumn Joseph,United States,US,Miami,Female,Black,B2C,Home Appliance,Fridge,6480,32400,3,12%,85536,18%,Air
US160,Evelyn Liang,United States,US,Seattle,Female,Asian,B2C,Office Equipment,Laptop,22680,63000,3,4%,181440,18%,Air
BR38,Henry Alvarez,Brazil,BR,Manaus,Male,Latino,B2C,Office Equipment,Desktop,9672,40300,2,8%,74152,18%,Air
US161,Benjamin Delgado,United States,US,Austin,Male,Latino,B2C,Home Appliance,TV,26488,94600,2,11%,168388,18%,Air
US162,Zoe Rodriguez,United States,US,Phoenix,Female,Latino,B2C,Home Appliance,Vacuum Cleaner,1360,4000,3,1%,11880,18%,Air
CH59,Axel Chu,China,CH,Beijing,Male,Asian,B2C,Office Equipment,Laptop,18576,68800,3,6%,194016,18%,Air
US163,Cameron Evans,United States,US,Columbus,Male,Caucasian,B2C,Home Appliance,TV,38064,146400,2,0%,292800,18%,Air
BR39,Isabella Soto,Brazil,BR,Sao Paulo,Female,Latino,B2C,Office Equipment,Mircowave,3081,7900,1,12%,6952,18%,Air
US164,Eva Jenkins,United States,US,Chicago,Female,Black,B2C,Home Appliance,TV,28083,85100,3,1%,252747,18%,Air
US165,Cameron Powell,United States,US,Austin,Male,Black,B2C,Home Appliance,Vacuum Cleaner,1140,3800,1,6%,3572,18%,Air
US166,Samantha Foster,United States,US,Austin,Female,Black,B2B,Home Appliance,Air Purifier,8228,24200,50,40%,726000,18%,Air
US167,Jade Li,United States,US,Seattle,Female,Asian,B2C,Home Appliance,Oven,4420,17000,3,13%,44370,18%,Air
US168,Kinsley Acosta,United States,US,Chicago,Female,Latino,B2C,Home Appliance,Mircowave,2478,11800,3,2%,34692,18%,Air
US169,Clara Kang,United States,US,Phoenix,Female,Asian,B2C,Office Equipment,Mircowave,3060,8500,3,1%,25245,18%,Air
US170,Harper Alexander,United States,US,Phoenix,Female,Caucasian,B2C,Office Equipment,Mircowave,2440,12200,3,5%,34770,18%,Air
US171,Carter Reed,United States,US,Seattle,Male,Black,B2C,Office Equipment,Mircowave,2048,6400,3,3%,18624,18%,Air
BR40,Charlotte Ruiz,Brazil,BR,Rio de Janerio,Female,Latino,B2C,Home Appliance,waching machine,6280,31400,1,10%,28260,28%,Air
US172,Everleigh Jiang,United States,US,Columbus,Female,Asian,B2C,Home Appliance,Oven,3861,14300,3,1%,42471,18%,Air
US173,Audrey Smith,United States,US,Columbus,Female,Caucasian,B2C,Office Equipment,Coffee Vender Machin,20880,72000,1,13%,62640,18%,Air
US174,Emery Acosta,United States,US,Columbus,Female,Latino,B2C,Home Appliance,Vacuum Cleaner,1248,3900,1,3%,3783,18%,Air
US175,Charles Robinson,United States,US,Seattle,Male,Caucasian,B2C,Office Equipment,Coffee Vender Machin,10260,51300,3,7%,143127,18%,Air
BR41,Landon Lopez,Brazil,BR,Sao Paulo,Male,Latino,B2C,Home Appliance,waching machine,18194,82700,2,5%,157130,28%,Air
US176,Miles Mehta,United States,US,Miami,Male,Asian,B2C,Office Equipment,Oven,4446,11400,3,6%,32148,18%,Air
US177,Ezra Simmons,United States,US,Phoenix,Male,Caucasian,B2C,Office Equipment,Printer,16768,52400,1,6%,49256,18%,Air
BR42,Nora Santiago,Brazil,BR,Rio de Janerio,Female,Latino,B2C,Home Appliance,Fridge,5350,21400,1,10%,19260,18%,Air
BR43,Caroline Herrera,Brazil,BR,Rio de Janerio,Female,Latino,B2C,Home Appliance,AC,18848,60800,3,12%,160512,28%,Air
US178,David Owens,United States,US,Austin,Male,Black,B2C,Home Appliance,waching machine,20142,74600,3,2%,219324,28%,Air
US179,Avery Yee,United States,US,Miami,Female,Asian,B2B,Office Equipment,Coffee Vender Machin,20304,84600,15,45%,697950,18%,Air
CH60,Xavier Park,China,CH,Chengdu,Male,Asian,B2C,Office Equipment,Desktop,12530,35800,1,2%,35084,18%,Air
BR44,Asher Morales,Brazil,BR,Sao Paulo,Male,Latino,B2C,Home Appliance,AC,41035,141500,3,14%,365070,28%,Air
CH61,Mason Cao,China,CH,Beijing,Male,Asian,B2B,Home Appliance,waching machine,7475,32500,32,38%,644800,28%,Raod
CH62,Joshua Fong,China,CH,Beijing,Male,Asian,B2C,Office Equipment,Laptop,21350,61000,3,9%,166530,18%,Air
CH63,Maria Chin,China,CH,Beijing,Female,Asian,B2C,Home Appliance,Fridge,7182,18900,3,9%,51597,18%,Air
BR45,Eva Garcia,Brazil,BR,Manaus,Female,Latino,B2C,Office Equipment,Desktop,5215,14900,1,7%,13857,18%,Air
US180,Anna Molina,United States,US,Columbus,Female,Latino,B2C,Office Equipment,Printer,7332,18800,1,13%,16356,18%,Air
US181,Logan Bryant,United States,US,Miami,Male,Caucasian,B2C,Office Equipment,Laptop,8694,37800,2,1%,74844,18%,Air
US182,Isla Han,United States,US,Chicago,Female,Asian,B2C,Home Appliance,Mircowave,4173,10700,3,8%,29532,18%,Air
US183,Christopher Vega,United States,US,Chicago,Male,Latino,B2C,Office Equipment,Mircowave,3668,13100,2,12%,23056,18%,Air
CH64,Lillian Park,China,CH,Chengdu,Female,Asian,B2C,Home Appliance,Fridge,11336,43600,1,3%,42292,18%,Air
CH65,Kennedy Zhang,China,CH,Chongqing,Female,Asian,B2C,Office Equipment,Laptop,7866,20700,2,11%,36846,18%,Air
CH66,Eli Han,China,CH,Chengdu,Male,Asian,B2C,Office Equipment,Laptop,7371,27300,3,11%,72891,18%,Air
CH67,Julia Pham,China,CH,Shanghai,Female,Asian,B2C,Office Equipment,Mircowave,3358,14600,3,0%,43800,18%,Air
CH68,Hailey Shin,China,CH,Shanghai,Female,Asian,B2C,Home Appliance,waching machine,17094,81400,2,1%,161172,28%,Air
US184,Connor Grant,United States,US,Seattle,Male,Caucasian,B2C,Home Appliance,Air Purifier,10680,35600,1,3%,34532,18%,Air
US185,Natalia Owens,United States,US,Austin,Female,Caucasian,B2C,Home Appliance,waching machine,24273,78300,3,13%,204363,28%,Air
CH69,Maria He,China,CH,Beijing,Female,Asian,B2C,Office Equipment,Mircowave,4290,11000,1,12%,9680,18%,Air
CH70,Jade Yi,China,CH,Chongqing,Female,Asian,B2C,Office Equipment,Coffee Vender Machin,15890,45400,1,15%,38590,18%,Air
US186,Quinn Xiong,United States,US,Columbus,Female,Asian,B2C,Home Appliance,Oven,2184,5600,1,15%,4760,18%,Air
US187,Dominic Baker,United States,US,Chicago,Male,Black,B2B,Office Equipment,Coffee Vender Machin,19998,60600,19,40%,690840,18%,Air
US188,Adam Nelson,United States,US,Chicago,Male,Caucasian,B2C,Office Equipment,Coffee Vender Machin,36192,92800,3,10%,250560,18%,Air
US189,Autumn Reed,United States,US,Miami,Female,Caucasian,B2B,Home Appliance,waching machine,8620,43100,39,44%,941304,28%,Air
US190,Robert Edwards,United States,US,Seattle,Male,Caucasian,B2C,Office Equipment,Coffee Vender Machin,22785,73500,2,4%,141120,18%,Air
BR46,Roman Martinez,Brazil,BR,Manaus,Male,Latino,B2B,Office Equipment,Oven,2832,11800,10,48%,61360,18%,Air
US191,Eleanor Li,United States,US,Chicago,Female,Asian,B2C,Home Appliance,Vacuum Cleaner,756,3600,2,9%,6552,18%,Air
US192,Connor Vang,United States,US,Miami,Male,Asian,B2C,Office Equipment,Desktop,2373,11300,3,1%,33561,18%,Air
CH71,Ellie Chung,China,CH,Chongqing,Female,Asian,B2C,Office Equipment,Printer,11040,34500,2,13%,60030,18%,Air
US193,Violet Hall,United States,US,Chicago,Female,Caucasian,B2C,Home Appliance,Oven,3090,10300,3,13%,26883,18%,Air
US194,Dylan Padilla,United States,US,Seattle,Male,Latino,B2C,Office Equipment,Mircowave,3395,9700,2,10%,17460,18%,Air
US195,Nathan Pham,United States,US,Seattle,Male,Asian,B2B,Home Appliance,Mircowave,2475,7500,47,39%,215025,18%,Air
US196,Ayla Brown,United States,US,Phoenix,Female,Caucasian,B2C,Home Appliance,Mircowave,2968,10600,3,1%,31482,18%,Air
US197,Isaac Mitchell,United States,US,Austin,Male,Black,B2C,Home Appliance,Mircowave,4865,13900,1,14%,11954,18%,Air
BR47,Jayden Jimenez,Brazil,BR,Rio de Janerio,Male,Latino,B2C,Office Equipment,Oven,4320,10800,3,3%,31428,18%,Air
CH72,Jaxon Tran,China,CH,Shanghai,Male,Asian,B2C,Office Equipment,Oven,3225,12900,2,12%,22704,18%,Air
US198,Connor Fong,United States,US,Seattle,Male,Asian,B2C,Office Equipment,Printer,11730,39100,3,0%,117300,18%,Air
US199,Emery Mitchell,United States,US,Seattle,Female,Caucasian,B2C,Office Equipment,Desktop,6396,24600,1,15%,20910,18%,Air
US200,Landon Luu,United States,US,Miami,Male,Asian,B2C,Office Equipment,Desktop,5460,15600,1,15%,13260,18%,Air
US201,Sophia Ahmed,United States,US,Seattle,Female,Asian,B2C,Office Equipment,Laptop,16926,80600,3,0%,241800,18%,Air
US202,Sofia Dinh,United States,US,Chicago,Female,Asian,B2C,Home Appliance,TV,14125,56500,1,8%,51980,18%,Air
CH73,Jonathan Patel,China,CH,Shanghai,Male,Asian,B2C,Office Equipment,Oven,2772,12600,2,1%,24948,18%,Air
US203,Piper Patterson,United States,US,Chicago,Female,Caucasian,B2C,Home Appliance,TV,36337,125300,3,1%,372141,18%,Air
US204,Cora Evans,United States,US,Austin,Female,Black,B2C,Home Appliance,Vacuum Cleaner,1296,5400,2,4%,10368,18%,Air
US205,Cameron Young,United States,US,Seattle,Male,Caucasian,B2C,Office Equipment,Printer,8346,21400,2,14%,36808,18%,Air
US206,Melody Ho,United States,US,Columbus,Female,Asian,B2C,Home Appliance,Dishwasher,11088,46200,1,2%,45276,18%,Air
US207,Aiden Bryant,United States,US,Columbus,Male,Black,B2C,Home Appliance,TV,45843,123900,1,2%,121422,18%,Air
US208,Grayson Walker,United States,US,Seattle,Male,Caucasian,B2C,Home Appliance,waching machine,7112,25400,2,8%,46736,28%,Air
US209,Scarlett Figueroa,United States,US,Miami,Female,Latino,B2C,Office Equipment,Laptop,25126,73900,3,9%,201747,18%,Air
CH74,Madeline Hoang,China,CH,Chengdu,Female,Asian,B2C,Home Appliance,waching machine,6200,20000,1,0%,20000,28%,Air
US210,Ezra Simmons,United States,US,Austin,Male,Black,B2B,Home Appliance,Vacuum Cleaner,1419,4300,25,30%,75250,18%,Air
US211,Ruby Medina,United States,US,Seattle,Female,Latino,B2C,Office Equipment,Oven,2860,11000,3,5%,31350,18%,Air
CH75,Luke Zheng,China,CH,Beijing,Male,Asian,B2C,Home Appliance,Dishwasher,6512,29600,3,7%,82584,18%,Air
CH76,Rylee Dinh,China,CH,Chongqing,Female,Asian,B2C,Home Appliance,Dishwasher,17131,46300,3,12%,122232,18%,Air
US212,Miles Evans,United States,US,Miami,Male,Caucasian,B2B,Home Appliance,Mircowave,3162,10200,26,34%,175032,18%,Air
US213,Leo Owens,United States,US,Seattle,Male,Caucasian,B2C,Home Appliance,Oven,6498,17100,3,2%,50274,18%,Air
US214,Caroline Owens,United States,US,Phoenix,Female,Caucasian,B2C,Office Equipment,Desktop,9436,33700,1,2%,33026,18%,Air
US215,Kennedy Do,United States,US,Phoenix,Female,Asian,B2B,Home Appliance,Dishwasher,12800,51200,32,36%,1048576,18%,Air
US216,Jade Acosta,United States,US,Seattle,Female,Latino,B2C,Home Appliance,TV,13175,52700,2,6%,99076,18%,Air
US217,Mila Vasquez,United States,US,Columbus,Female,Latino,B2C,Office Equipment,Printer,9468,26300,3,0%,78900,18%,Air
US218,Allison Ayala,United States,US,Austin,Female,Latino,B2C,Office Equipment,Telephone,1656,4600,3,14%,11868,18%,Air
CH77,Jace Zhang,China,CH,Chengdu,Male,Asian,B2C,Home Appliance,Fridge,12630,42100,3,10%,113670,18%,Air
BR48,Allison Medina,Brazil,BR,Sao Paulo,Female,Latino,B2C,Home Appliance,AC,11952,49800,1,15%,42330,28%,Air
US219,Maria Wilson,United States,US,Columbus,Female,Caucasian,B2C,Home Appliance,TV,10550,42200,1,10%,37980,18%,Air
US220,Everly Coleman,United States,US,Columbus,Female,Caucasian,B2C,Office Equipment,Coffee Vender Machin,37520,93800,2,5%,178220,18%,Air
BR49,Jordan Gomez,Brazil,BR,Rio de Janerio,Male,Latino,B2B,Home Appliance,Dishwasher,12760,31900,10,34%,210540,18%,Air
BR50,Isla Chavez,Brazil,BR,Rio de Janerio,Female,Latino,B2B,Office Equipment,Oven,6169,19900,14,50%,139300,18%,Air
US221,Hannah Gomez,United States,US,Miami,Female,Latino,B2C,Home Appliance,Dishwasher,6006,27300,1,5%,25935,18%,Air
US222,Jacob Davis,United States,US,Chicago,Male,Caucasian,B2C,Office Equipment,Mircowave,3192,8400,3,15%,21420,18%,Air
CH78,Eli Gupta,China,CH,Beijing,Male,Asian,B2C,Home Appliance,Oven,7098,18200,3,0%,54600,18%,Air
US223,Andrew Huynh,United States,US,Miami,Male,Asian,B2C,Home Appliance,Mircowave,1575,7500,2,2%,14700,18%,Air
BR51,Anna Gutierrez,Brazil,BR,Sao Paulo,Female,Latino,B2C,Home Appliance,Mircowave,2664,7400,1,6%,6956,18%,Air
US224,Samuel Vega,United States,US,Miami,Male,Latino,B2C,Office Equipment,Telephone,377,1300,2,2%,2548,18%,Air
CH79,Liliana Do,China,CH,Chengdu,Female,Asian,B2C,Office Equipment,Mircowave,3399,10300,2,2%,20188,18%,Air
US225,Isaac Sanders,United States,US,Miami,Male,Caucasian,B2C,Office Equipment,Coffee Vender Machin,29088,80800,1,7%,75144,18%,Air
CH80,Raelynn Gupta,China,CH,Chongqing,Female,Asian,B2C,Home Appliance,Vacuum Cleaner,1081,4700,1,10%,4230,18%,Air
US226,Genesis Xiong,United States,US,Columbus,Female,Asian,B2C,Home Appliance,waching machine,6777,25100,2,14%,43172,28%,Air
US227,Lucas Ramos,United States,US,Phoenix,Male,Latino,B2C,Office Equipment,Oven,3250,12500,2,0%,25000,18%,Air
US228,Santiago F Gonzalez,United States,US,Seattle,Male,Latino,B2B,Home Appliance,AC,19800,79200,43,31%,2349864,28%,Air
US229,Henry Zhu,United States,US,Austin,Male,Asian,B2C,Home Appliance,Vacuum Cleaner,1548,4300,1,6%,4042,18%,Air
BR52,Emily Contreras,Brazil,BR,Sao Paulo,Female,Latino,B2C,Home Appliance,Oven,5270,17000,3,0%,51000,18%,Air
CH81,Hailey Lai,China,CH,Chengdu,Female,Asian,B2C,Office Equipment,Laptop,29711,80300,3,7%,224037,18%,Air
US230,Vivian Guzman,United States,US,Phoenix,Female,Latino,B2C,Office Equipment,Desktop,12180,43500,1,10%,39150,18%,Air
US231,Hadley Contreras,United States,US,Austin,Female,Latino,B2C,Office Equipment,Desktop,8694,37800,3,7%,105462,18%,Air
CH82,Nathan Sun,China,CH,Shanghai,Male,Asian,B2C,Office Equipment,Desktop,8294,28600,2,7%,53196,18%,Air
BR53,Grace Campos,Brazil,BR,Manaus,Female,Latino,B2C,Office Equipment,Coffee Vender Machin,12272,47200,1,3%,45784,18%,Air
BR54,Autumn Ortiz,Brazil,BR,Sao Paulo,Female,Latino,B2C,Home Appliance,Air Purifier,6708,25800,1,8%,23736,18%,Air
US232,Connor Walker,United States,US,Columbus,Male,Caucasian,B2C,Home Appliance,Vacuum Cleaner,1798,5800,3,6%,16356,18%,Air
CH83,Mia Wu,China,CH,Beijing,Female,Asian,B2C,Office Equipment,Coffee Vender Machin,25897,89300,2,1%,176814,18%,Air
CH84,Julia Luong,China,CH,Chongqing,Female,Asian,B2C,Home Appliance,Fridge,6003,26100,2,3%,50634,18%,Air
BR55,Eleanor Delgado,Brazil,BR,Sao Paulo,Female,Latino,B2B,Home Appliance,AC,33120,138000,30,50%,2070000,28%,Air
US233,Addison Roberts,United States,US,Seattle,Female,Caucasian,B2C,Home Appliance,Fridge,16203,49100,2,12%,86416,18%,Air
CH85,Camila Li,China,CH,Shanghai,Female,Asian,B2C,Home Appliance,Air Purifier,10175,27500,1,3%,26675,18%,Air
CH86,Ezekiel Fong,China,CH,Shanghai,Male,Asian,B2B,Home Appliance,Dishwasher,7859,27100,42,36%,728448,18%,Raod
US234,Dylan Thao,United States,US,Seattle,Male,Asian,B2C,Office Equipment,Oven,4544,14200,1,8%,13064,18%,Air
BR56,Josephine Salazar,Brazil,BR,Sao Paulo,Female,Latino,B2B,Home Appliance,TV,41550,138500,35,45%,2666125,18%,Air
CH87,Genesis Hu,China,CH,Beijing,Female,Asian,B2C,Office Equipment,Desktop,10234,30100,3,11%,80367,18%,Air
BR57,Mila Juarez,Brazil,BR,Sao Paulo,Female,Latino,B2B,Home Appliance,Fridge,8448,35200,20,38%,436480,18%,Air
US235,Daniel Perry,United States,US,Columbus,Male,Caucasian,B2C,Home Appliance,waching machine,23485,67100,1,9%,61061,28%,Air
US236,Paisley Hunter,United States,US,Chicago,Female,Caucasian,B2B,Home Appliance,Dishwasher,6939,25700,47,40%,724740,18%,Air
US237,Everleigh White,United States,US,Phoenix,Female,Caucasian,B2C,Home Appliance,Mircowave,3960,11000,3,9%,30030,18%,Air
CH88,Penelope Choi,China,CH,Beijing,Female,Asian,B2C,Home Appliance,AC,24720,123600,3,7%,344844,28%,Air
US238,Piper Sun,United States,US,Seattle,Female,Asian,B2C,Home Appliance,TV,33060,110200,3,1%,327294,18%,Air
US239,Lucy Johnson,United States,US,Columbus,Female,Caucasian,B2C,Office Equipment,Coffee Vender Machin,29884,96400,1,4%,92544,18%,Air
US240,Ian Ngo,United States,US,Phoenix,Male,Asian,B2C,Office Equipment,Oven,2201,7100,3,9%,19383,18%,Air
US241,Joseph Vazquez,United States,US,Miami,Male,Latino,B2C,Home Appliance,AC,37980,105500,3,8%,291180,28%,Air
BR58,Hadley Guerrero,Brazil,BR,Sao Paulo,Female,Latino,B2C,Office Equipment,Telephone,1131,2900,2,8%,5336,18%,Air
US242,Jose Brown,United States,US,Seattle,Male,Caucasian,B2C,Office Equipment,Desktop,8778,41800,3,7%,116622,18%,Air
US243,Benjamin Ford,United States,US,Phoenix,Male,Caucasian,B2C,Office Equipment,Coffee Vender Machin,19824,82600,3,11%,220542,18%,Air
CH89,Henry Shah,China,CH,Chengdu,Male,Asian,B2C,Home Appliance,Dishwasher,19620,54500,1,14%,46870,18%,Air
US244,Ivy Daniels,United States,US,Columbus,Female,Caucasian,B2B,Home Appliance,Mircowave,2952,8200,29,42%,137924,18%,Air
CH90,Thomas Chang,China,CH,Beijing,Male,Asian,B2C,Home Appliance,waching machine,14616,69600,1,1%,68904,28%,Air
US245,Caroline Phan,United States,US,Austin,Female,Asian,B2C,Office Equipment,Desktop,7888,27200,3,5%,77520,18%,Air
US246,Maverick Mehta,United States,US,Seattle,Male,Asian,B2C,Office Equipment,Telephone,1080,3600,1,15%,3060,18%,Air
US247,Austin Edwards,United States,US,Chicago,Male,Black,B2C,Home Appliance,TV,8085,24500,2,8%,45080,18%,Air
US248,Daniel Huang,United States,US,Columbus,Male,Asian,B2B,Home Appliance,Oven,4368,20800,15,38%,193440,18%,Air
CH91,Lucas Phan,China,CH,Chongqing,Male,Asian,B2B,Home Appliance,Vacuum Cleaner,1482,3800,46,37%,110124,18%,Raod
CH92,Gabriel Yu,China,CH,Chongqing,Male,Asian,B2B,Home Appliance,Air Purifier,5916,20400,28,35%,371280,18%,Raod
US249,Mason Watson,United States,US,Chicago,Male,Caucasian,B2C,Home Appliance,AC,28920,144600,3,3%,420786,28%,Air
CH93,Angel Chang,China,CH,Shanghai,Male,Asian,B2B,Office Equipment,Mircowave,1200,4800,37,49%,90576,18%,Raod
US250,Madeline Coleman,United States,US,Chicago,Female,Caucasian,B2B,Home Appliance,AC,25120,125600,32,35%,2612480,28%,Air
BR59,Thomas Vazquez,Brazil,BR,Sao Paulo,Male,Latino,B2B,Office Equipment,Laptop,20580,68600,21,42%,835548,18%,Air
US251,Silas Hunter,United States,US,Chicago,Male,Black,B2C,Office Equipment,Laptop,5934,25800,1,12%,22704,18%,Air
US252,Nicholas Brooks,United States,US,Phoenix,Male,Caucasian,B2C,Home Appliance,Vacuum Cleaner,1152,3600,3,3%,10476,18%,Air
US253,Dominic Thomas,United States,US,Austin,Male,Caucasian,B2C,Home Appliance,TV,10712,41200,3,15%,105060,18%,Air
US254,Wesley Adams,United States,US,Seattle,Male,Caucasian,B2C,Home Appliance,waching machine,10812,31800,1,3%,30846,28%,Air
CH94,Ian Wu,China,CH,Chengdu,Male,Asian,B2C,Home Appliance,Fridge,5940,27000,2,1%,53460,18%,Air
US255,Alice Young,United States,US,Chicago,Female,Caucasian,B2C,Home Appliance,Oven,7038,20700,1,8%,19044,18%,Air
US256,Logan Carrillo,United States,US,Miami,Male,Latino,B2C,Office Equipment,Coffee Vender Machin,34164,87600,1,2%,85848,18%,Air
US257,Caroline Alexander,United States,US,Columbus,Female,Black,B2C,Home Appliance,Fridge,14508,46800,1,2%,45864,18%,Air
US258,Serenity Bailey,United States,US,Chicago,Female,Caucasian,B2C,Home Appliance,TV,43530,145100,2,14%,249572,18%,Air
CH95,Elena Tan,China,CH,Chongqing,Female,Asian,B2C,Office Equipment,Oven,3100,12400,2,10%,22320,18%,Air
US259,Eliza Adams,United States,US,Chicago,Female,Caucasian,B2C,Office Equipment,Mircowave,5328,14400,3,1%,42768,18%,Air
CH96,Alice Xiong,China,CH,Chengdu,Female,Asian,B2C,Office Equipment,Telephone,425,1700,1,6%,1598,18%,Air
US260,Isla Yoon,United States,US,Austin,Female,Asian,B2B,Home Appliance,TV,24651,74700,18,33%,900882,18%,Air
US261,Emma Perry,United States,US,Seattle,Female,Caucasian,B2C,Home Appliance,Fridge,10730,37000,2,2%,72520,18%,Air
US262,Riley Marquez,United States,US,Chicago,Female,Latino,B2B,Office Equipment,Printer,9720,27000,40,40%,648000,18%,Air
